"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"123","Here is some great dietary advice good for all seasons, but perhaps particularly great during flu season.… https://t.co/wKwDJqq02p",FALSE,0,NA,2018-03-07 20:10:10,TRUE,NA,"971478131537309701",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","spaaquaelv",0,FALSE,FALSE,NA,NA
"124","Have you or anyone you know had the flu this season?  Finally the cases are declining but the flu season is still v… https://t.co/U8yzI5GIJo",FALSE,0,NA,2018-03-07 20:10:09,TRUE,NA,"971478128446070786",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","BodySculptVIP",0,FALSE,FALSE,NA,NA
"125","Everyone at work probably thinks I have the stomach flu or something because I’ve been in the bathroom 30 times bec… https://t.co/9zjDreBmQj",FALSE,0,NA,2018-03-07 20:09:55,TRUE,NA,"971478068798861312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ErinFialks",0,FALSE,FALSE,NA,NA
"126","MY BROTHER HAS THE FLU AND HE WAS COUGHING IN MY FACE A COUPLE DAYS AGO FML",FALSE,0,NA,2018-03-07 20:09:37,FALSE,NA,"971477993448030208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TapelessPear",0,FALSE,FALSE,NA,NA
"127","yhu ha.a this flu send help",FALSE,1,NA,2018-03-07 20:09:19,FALSE,NA,"971477916038172674",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lushovah",0,FALSE,FALSE,NA,NA
"128","@KayaJones HORSE feathers ...the MARX brothers ....you will laugh the Flu away ...er a 12 pack of PBR will also hel… https://t.co/qAqA58us86",FALSE,0,"KayaJones",2018-03-07 20:09:06,TRUE,"971476795714297857","971477863437340672","32626129","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","justthewool",0,FALSE,FALSE,NA,NA
"129","@CayleighElise Zycam or generic store brand. Supposedly shortens the flu/cold duration",FALSE,0,"CayleighElise",2018-03-07 20:09:05,FALSE,"971415441787768833","971477860035670016","894205602","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NathanJBunker",0,FALSE,FALSE,NA,NA
"130","Why we have no cure for common cold yet and symptom difference with Flu and Pneumonia https://t.co/4ejmwFSDjl https://t.co/UGTzCWPjhS",FALSE,0,NA,2018-03-07 20:09:04,FALSE,NA,"971477856881700865",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","myPoorBaba",0,FALSE,FALSE,NA,NA
"131","@_michelleb123 Girl, I fought of the plague this past week  (ie man flu) and today is the first day I feel clear en… https://t.co/8AB6QetjTl",FALSE,0,"_michelleb123",2018-03-07 20:08:50,TRUE,"971476234290057217","971477796869623808","2864246332","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oms4Shanthi",0,FALSE,FALSE,NA,NA
"132","how shite is the flu!",FALSE,2,NA,2018-03-07 20:08:20,FALSE,NA,"971477671568867328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheMickter",0,FALSE,FALSE,NA,NA
"133","Well they didn’t test me for strep or the flu or anything else. They gave me a steroid shot, ordered me some meds and sent me home....",FALSE,1,NA,2018-03-07 20:08:18,FALSE,NA,"971477660537892864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FuturePedOnc",0,FALSE,FALSE,NA,NA
"134","Le' sigh. 

Staved off the sickness ALL winter. 

Mother has influenza. Grandmother has a cold. 

Looking after the… https://t.co/cZDspU0kru",FALSE,0,NA,2018-03-07 20:08:14,TRUE,NA,"971477644683501569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saibhegan",0,FALSE,FALSE,NA,NA
"135","Apologizing in advance for how bad my voice sounds on this week's #KeynoteWUWF. The flu got me, guys. https://t.co/DQwe5EE4OR",FALSE,0,NA,2018-03-07 20:07:45,FALSE,NA,"971477523090624512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MoLikesPoe",0,FALSE,FALSE,NA,NA
"136","@chloe_trautman Lots of fluids ... &amp; Motrin and Tylenol’s. If you get worse .. go to ER ..hope it’s not the flu . Feel better <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",FALSE,0,"chloe_trautman",2018-03-07 20:07:44,FALSE,"971468755044679685","971477518648782854","882726711825235968","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kenneshia0419",0,FALSE,FALSE,NA,NA
"137","MPJ's timing is good, CVL is down with the ACL, Geist is recovering from the flu. The Tigers really need the extra body.",FALSE,6,"SamTSnelling",2018-03-07 20:07:42,FALSE,"971476778760929281","971477509727510530","2701725631","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SamTSnelling",1,FALSE,FALSE,NA,NA
"138","I like that when you have the flu you feel like youve never not had the flu and have been sick for your entire life",FALSE,2,NA,2018-03-07 20:07:37,FALSE,NA,"971477491293544449",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cappamusic",0,FALSE,FALSE,NA,NA
"139","Fire Cider: The All Natural Cold &amp; Flu Remedy You Can Make At Home https://t.co/xIaVXpNbut",FALSE,0,NA,2018-03-07 20:07:36,FALSE,NA,"971477487506087936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","handcraftessent",0,FALSE,FALSE,NA,NA
"140","I get the flu one week and have strep the next and I’ll make out with Cody and I swear his immune system just gets better wtf",FALSE,1,NA,2018-03-07 20:07:12,FALSE,NA,"971477385144094720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","corallanne",0,FALSE,FALSE,NA,NA
"141","I haven’t seen ry since Sunday because of this stupid flu <ed><U+00A0><U+00BE><ed><U+00B4><U+0092><ed><U+00A0><U+00BD><ed><U+00B9><U+0084>",FALSE,0,NA,2018-03-07 20:07:10,FALSE,NA,"971477377904758784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daniellapallett",0,FALSE,FALSE,NA,NA
"142","@FrannyGriffiths dunno if you know this but there's a load of your Reading 97 tracks on Spotify and you're doing a… https://t.co/aTmm0Wfy2b",FALSE,0,"FrannyGriffiths",2018-03-07 20:07:10,TRUE,NA,"971477377871212544","326244480","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kankurette",0,FALSE,FALSE,NA,NA
"143","Flu-related hospitalizations continue to break records in Colorado https://t.co/2e5L2RhXgd",FALSE,0,NA,2018-03-07 20:07:10,FALSE,NA,"971477376189083648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ImmunizeCO",0,FALSE,FALSE,NA,NA
"144","@fimcfarlane86 @StephenKing Right! I’m blamimg this lack of inference to late night and flu <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,1,"fimcfarlane86",2018-03-07 20:06:42,FALSE,"971476101250691072","971477259021443073","216186328","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReadLikeMatilda",0,FALSE,FALSE,NA,NA
"145","Been doctors this evening I have a chest infection in top of the flu. Blood tests and chest X-ray tomorrow... <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+009E>",FALSE,0,NA,2018-03-07 20:06:41,FALSE,NA,"971477255955337216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChrisBournesFan",0,FALSE,FALSE,NA,NA
"146","It’s nice having class mates who notice when you haven’t been in class in two days and check in to see if your okay… https://t.co/DbfxafFdIV",FALSE,0,NA,2018-03-07 20:06:30,TRUE,NA,"971477207880257537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashley_snorts",0,FALSE,FALSE,NA,NA
"147","Check out the comic Crap I Drew on My Lunch Break :: Chicken Little and the Bird Flu  https://t.co/LhzG52IygZ via… https://t.co/RjIX7tM9ag",FALSE,2,NA,2018-03-07 20:06:30,TRUE,NA,"971477207804760064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jinwicked",1,FALSE,FALSE,NA,NA
"148","The flu has officially peaked and is declining. Keep washing your hands and if you start to feel under the weather… https://t.co/qzDG3dyY48",FALSE,0,NA,2018-03-07 20:06:01,TRUE,NA,"971477087977639936",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","CentroMed_SA",0,FALSE,FALSE,NA,NA
"149","@CoachRuss4us Send them flu games to Wichita bro",FALSE,0,"CoachRuss4us",2018-03-07 20:05:52,FALSE,"971451106479017986","971477050799337472","4853652935","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SpeedyFalcons",0,FALSE,FALSE,NA,NA
"150","#Kenya: Child dies of suspected swine flu in Nanyuki https://t.co/abh7rvf7oP",FALSE,0,NA,2018-03-07 20:05:49,FALSE,NA,"971477038463938563",NA,"<a href=""http://watsupafrica.com"" rel=""nofollow"">WatsupAfrica to Twitter</a>","watsupafrica",0,FALSE,FALSE,NA,NA
"151","Go away flu! <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BE><ed><U+00B4><U+0092> https://t.co/Rnq9dN8Q7g",FALSE,0,NA,2018-03-07 20:05:49,FALSE,NA,"971477038036062209",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tvnewsEP",0,FALSE,FALSE,NA,NA
"152","Hopefully will make it for @TheManCouncilSA, the flu meds are working on me. Just in case i dont i have recorded it… https://t.co/rk9nZyFKFk",FALSE,0,NA,2018-03-07 20:05:21,TRUE,NA,"971476918355808257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tshibaby",0,FALSE,FALSE,NA,NA
"153","If the dreaded virus has hit your home, you may be wondering how to shorten its duration. These are the best 8 food… https://t.co/QzjrXYinVt",FALSE,0,NA,2018-03-07 20:05:20,TRUE,NA,"971476913695977472",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Natures_Jeannie",0,FALSE,FALSE,NA,NA
"154","When you’re sick, taking good care of your mouth becomes even more important. Here are some good tips! https://t.co/WXLHrm4Z6v",FALSE,0,NA,2018-03-07 20:05:17,FALSE,NA,"971476902748807168",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","OralHealthCO",0,FALSE,FALSE,NA,NA
"155","Class is canceled cause my teacher has the flu and I have time to study before my test!!",FALSE,0,NA,2018-03-07 20:04:59,FALSE,NA,"971476826135474176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FelicityTravis",0,FALSE,FALSE,NA,NA
"156","@NationBreaking i've got a cold flu. i'm scared",FALSE,0,"NationBreaking",2018-03-07 20:04:55,FALSE,"971304975467937793","971476808670556161","1731878023","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Josehulemmoja",0,FALSE,FALSE,NA,NA
"157","I’m getting to lay in bed and watch movies <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5> flu season sucks! #CrimsonTide back to work tomorrow no matter what so… https://t.co/nRGKc0sWmn",FALSE,117,NA,2018-03-07 20:04:51,TRUE,NA,"971476795714297857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KayaJones",19,FALSE,FALSE,NA,NA
"158","Remedies that Clean Your Lungs and say Goodbye to The Flu with This Powerful Homemade Syrup: https://t.co/p0hl9FK4Ah via @YouTube",FALSE,0,NA,2018-03-07 20:04:50,FALSE,NA,"971476791285223427",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","HWellnesss",0,FALSE,FALSE,NA,NA
"159","couldn’t feel worse man this flu <U+2639><U+FE0F><U+2639><U+FE0F>",FALSE,0,NA,2018-03-07 20:04:49,FALSE,NA,"971476787090903040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","phil_hallett",0,FALSE,FALSE,NA,NA
"160","F Y I

In a Mild Year

the #Flu kills about 12,000

In a Severe Year

as many as 56,000

This year so far it is con… https://t.co/td1klt2Mjp",FALSE,0,NA,2018-03-07 20:04:49,TRUE,NA,"971476785694216194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dadjokesbydad",0,FALSE,FALSE,NA,NA
"161","Nasty Flu Season Shows More Signs of Slowing https://t.co/Uw6Ht3kaih https://t.co/2mSB8MfcIs",FALSE,0,NA,2018-03-07 20:04:39,FALSE,NA,"971476744539648002",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MedBenTPA",0,FALSE,FALSE,NA,NA
"162","@kibblesmith California has the highest flu standards. Our flus are the best anywhere. We demand that you issue an… https://t.co/fyYwqc1Yw2",FALSE,0,"kibblesmith",2018-03-07 20:04:34,TRUE,"971466455953952768","971476721907073024","14641347","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HitchcockAshlee",0,FALSE,FALSE,NA,NA
"163","Cannot believe I went all cold/flu season with no illness then bam <ed><U+00A0><U+00BD><ed><U+00B1><U+008A> upper respitory in March.. <ed><U+00A0><U+00BD><ed><U+00B8><U+0092> #officeprobs",FALSE,0,NA,2018-03-07 20:04:31,FALSE,NA,"971476709617827840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jrb8703",0,FALSE,FALSE,NA,NA
